Geography,Year,Gender,Age,Value
Port Melbourne,2024,Male,Age 20-24,0
Port Melbourne,2025,Male,Age 20-24,0
Port Melbourne,2026,Male,Age 20-24,12
Port Melbourne,2027,Male,Age 20-24,20
Port Melbourne,2028,Male,Age 20-24,28
Port Melbourne,2029,Male,Age 20-24,35
Port Melbourne,2030,Male,Age 20-24,44
Port Melbourne,2031,Male,Age 20-24,51
Port Melbourne,2032,Male,Age 20-24,59
Port Melbourne,2033,Male,Age 20-24,65
Port Melbourne,2034,Male,Age 20-24,71
Port Melbourne,2035,Male,Age 20-24,78
Port Melbourne,2036,Male,Age 20-24,84
Port Melbourne,2037,Male,Age 20-24,90
Port Melbourne,2038,Male,Age 20-24,95
Port Melbourne,2039,Male,Age 20-24,100
Port Melbourne,2040,Male,Age 20-24,105
Port Melbourne,2020,Female,Age 25-29,0
Port Melbourne,2021,Female,Age 25-29,0
Port Melbourne,2022,Female,Age 25-29,0
Port Melbourne,2023,Female,Age 25-29,0
Port Melbourne,2024,Female,Age 25-29,0
Port Melbourne,2025,Female,Age 25-29,0
Port Melbourne,2026,Female,Age 25-29,12
Port Melbourne,2027,Female,Age 25-29,20
Port Melbourne,2028,Female,Age 25-29,26
Port Melbourne,2029,Female,Age 25-29,32
Port Melbourne,2030,Female,Age 25-29,39
Port Melbourne,2031,Female,Age 25-29,46
Port Melbourne,2032,Female,Age 25-29,53
Port Melbourne,2033,Female,Age 25-29,62
Port Melbourne,2034,Female,Age 25-29,70
Port Melbourne,2035,Female,Age 25-29,77
Port Melbourne,2036,Female,Age 25-29,83
Port Melbourne,2037,Female,Age 25-29,89
Port Melbourne,2038,Female,Age 25-29,93
Port Melbourne,2039,Female,Age 25-29,96
Port Melbourne,2040,Female,Age 25-29,100
Port Melbourne,2020,Male,Age 25-29,0
Port Melbourne,2021,Male,Age 25-29,0
Port Melbourne,2022,Male,Age 25-29,0
Port Melbourne,2023,Male,Age 25-29,0
Port Melbourne,2024,Male,Age 25-29,0
Port Melbourne,2025,Male,Age 25-29,0
Port Melbourne,2026,Male,Age 25-29,12
Port Melbourne,2027,Male,Age 25-29,20
Port Melbourne,2028,Male,Age 25-29,26
Port Melbourne,2029,Male,Age 25-29,32
Port Melbourne,2030,Male,Age 25-29,39
Port Melbourne,2031,Male,Age 25-29,46
Port Melbourne,2032,Male,Age 25-29,54
Port Melbourne,2033,Male,Age 25-29,62
Port Melbourne,2034,Male,Age 25-29,70
Port Melbourne,2035,Male,Age 25-29,77
Port Melbourne,2036,Male,Age 25-29,83
Port Melbourne,2037,Male,Age 25-29,89
Port Melbourne,2038,Male,Age 25-29,93
Port Melbourne,2039,Male,Age 25-29,97
Port Melbourne,2040,Male,Age 25-29,100
Port Melbourne,2020,Female,Age 30-34,0
Port Melbourne,2021,Female,Age 30-34,0
Port Melbourne,2022,Female,Age 30-34,0
Port Melbourne,2023,Female,Age 30-34,0
Port Melbourne,2024,Female,Age 30-34,0
Port Melbourne,2025,Female,Age 30-34,0
Port Melbourne,2026,Female,Age 30-34,12
Port Melbourne,2027,Female,Age 30-34,20
Port Melbourne,2028,Female,Age 30-34,26
Port Melbourne,2029,Female,Age 30-34,33
Port Melbourne,2030,Female,Age 30-34,44
Port Melbourne,2031,Female,Age 30-34,53
Port Melbourne,2032,Female,Age 30-34,60
Port Melbourne,2033,Female,Age 30-34,67
Port Melbourne,2034,Female,Age 30-34,72
Port Melbourne,2035,Female,Age 30-34,75
Port Melbourne,2036,Female,Age 30-34,79
Port Melbourne,2037,Female,Age 30-34,87
Port Melbourne,2038,Female,Age 30-34,96
Port Melbourne,2039,Female,Age 30-34,102
Port Melbourne,2040,Female,Age 30-34,106
Port Melbourne,2020,Male,Age 30-34,0
Port Melbourne,2021,Male,Age 30-34,0
Port Melbourne,2022,Male,Age 30-34,0
Port Melbourne,2023,Male,Age 30-34,0
Port Melbourne,2024,Male,Age 30-34,0
Port Melbourne,2025,Male,Age 30-34,0
Port Melbourne,2026,Male,Age 30-34,12
Port Melbourne,2027,Male,Age 30-34,20
Port Melbourne,2028,Male,Age 30-34,26
Port Melbourne,2029,Male,Age 30-34,33
Port Melbourne,2030,Male,Age 30-34,44
Port Melbourne,2031,Male,Age 30-34,53
Port Melbourne,2032,Male,Age 30-34,60
Port Melbourne,2033,Male,Age 30-34,66
Port Melbourne,2034,Male,Age 30-34,72
Port Melbourne,2035,Male,Age 30-34,74
Port Melbourne,2036,Male,Age 30-34,79
Port Melbourne,2037,Male,Age 30-34,87
Port Melbourne,2038,Male,Age 30-34,95
Port Melbourne,2039,Male,Age 30-34,101
Port Melbourne,2040,Male,Age 30-34,104
Port Melbourne,2020,Female,Age 35-39,0
Port Melbourne,2021,Female,Age 35-39,0
Port Melbourne,2022,Female,Age 35-39,0
Port Melbourne,2023,Female,Age 35-39,0
Port Melbourne,2024,Female,Age 35-39,0
Port Melbourne,2025,Female,Age 35-39,0
Port Melbourne,2026,Female,Age 35-39,12
Port Melbourne,2027,Female,Age 35-39,20
Port Melbourne,2028,Female,Age 35-39,28
Port Melbourne,2029,Female,Age 35-39,35
Port Melbourne,2030,Female,Age 35-39,46
Port Melbourne,2031,Female,Age 35-39,56
Port Melbourne,2032,Female,Age 35-39,66
Port Melbourne,2033,Female,Age 35-39,73
Port Melbourne,2034,Female,Age 35-39,81
Port Melbourne,2035,Female,Age 35-39,93
Port Melbourne,2036,Female,Age 35-39,104
Port Melbourne,2037,Female,Age 35-39,111
Port Melbourne,2038,Female,Age 35-39,116
Port Melbourne,2039,Female,Age 35-39,118
Port Melbourne,2040,Female,Age 35-39,113
Port Melbourne,2020,Male,Age 35-39,0
Port Melbourne,2021,Male,Age 35-39,0
Port Melbourne,2022,Male,Age 35-39,0
Port Melbourne,2023,Male,Age 35-39,0
Port Melbourne,2024,Male,Age 35-39,0
Port Melbourne,2025,Male,Age 35-39,0
Port Melbourne,2026,Male,Age 35-39,12
Port Melbourne,2027,Male,Age 35-39,20
Port Melbourne,2028,Male,Age 35-39,28
Port Melbourne,2029,Male,Age 35-39,35
Port Melbourne,2030,Male,Age 35-39,46
Port Melbourne,2031,Male,Age 35-39,56
Port Melbourne,2032,Male,Age 35-39,66
Port Melbourne,2033,Male,Age 35-39,74
Port Melbourne,2034,Male,Age 35-39,82
Port Melbourne,2035,Male,Age 35-39,95
Port Melbourne,2036,Male,Age 35-39,105
Port Melbourne,2037,Male,Age 35-39,112
Port Melbourne,2038,Male,Age 35-39,116
Port Melbourne,2039,Male,Age 35-39,118
Port Melbourne,2040,Male,Age 35-39,114
Port Melbourne,2020,Female,Age 40-44,0
Port Melbourne,2021,Female,Age 40-44,0
Port Melbourne,2022,Female,Age 40-44,0
Port Melbourne,2023,Female,Age 40-44,0
Port Melbourne,2024,Female,Age 40-44,0
Port Melbourne,2025,Female,Age 40-44,0
Port Melbourne,2026,Female,Age 40-44,12
Port Melbourne,2027,Female,Age 40-44,22
Port Melbourne,2028,Female,Age 40-44,32
Port Melbourne,2029,Female,Age 40-44,42
Port Melbourne,2030,Female,Age 40-44,56
Port Melbourne,2031,Female,Age 40-44,68
Port Melbourne,2032,Female,Age 40-44,81
Port Melbourne,2033,Female,Age 40-44,95
Port Melbourne,2034,Female,Age 40-44,108
Port Melbourne,2035,Female,Age 40-44,121
Port Melbourne,2036,Female,Age 40-44,135
Port Melbourne,2037,Female,Age 40-44,150
Port Melbourne,2038,Female,Age 40-44,156
Port Melbourne,2039,Female,Age 40-44,164
Port Melbourne,2040,Female,Age 40-44,179
Port Melbourne,2020,Male,Age 40-44,0
Port Melbourne,2021,Male,Age 40-44,0
Port Melbourne,2022,Male,Age 40-44,0
Port Melbourne,2023,Male,Age 40-44,0
Port Melbourne,2024,Male,Age 40-44,0
Port Melbourne,2025,Male,Age 40-44,0
Port Melbourne,2026,Male,Age 40-44,12
Port Melbourne,2027,Male,Age 40-44,22
Port Melbourne,2028,Male,Age 40-44,32
Port Melbourne,2029,Male,Age 40-44,42
Port Melbourne,2030,Male,Age 40-44,56
Port Melbourne,2031,Male,Age 40-44,68
Port Melbourne,2032,Male,Age 40-44,81
Port Melbourne,2033,Male,Age 40-44,94
Port Melbourne,2034,Male,Age 40-44,107
Port Melbourne,2035,Male,Age 40-44,120
Port Melbourne,2036,Male,Age 40-44,134
Port Melbourne,2037,Male,Age 40-44,149
Port Melbourne,2038,Male,Age 40-44,155
Port Melbourne,2039,Male,Age 40-44,163
Port Melbourne,2040,Male,Age 40-44,178
Port Melbourne,2020,Female,Age 45-49,0
Port Melbourne,2021,Female,Age 45-49,0
Port Melbourne,2022,Female,Age 45-49,0
Port Melbourne,2023,Female,Age 45-49,0
Port Melbourne,2024,Female,Age 45-49,0
Port Melbourne,2025,Female,Age 45-49,0
Port Melbourne,2026,Female,Age 45-49,12
Port Melbourne,2027,Female,Age 45-49,22
Port Melbourne,2028,Female,Age 45-49,31
Port Melbourne,2029,Female,Age 45-49,44
Port Melbourne,2030,Female,Age 45-49,61
Port Melbourne,2031,Female,Age 45-49,78
Port Melbourne,2032,Female,Age 45-49,96
Port Melbourne,2033,Female,Age 45-49,117
Port Melbourne,2034,Female,Age 45-49,137
Port Melbourne,2035,Female,Age 45-49,157
Port Melbourne,2036,Female,Age 45-49,176
Port Melbourne,2037,Female,Age 45-49,197
Port Melbourne,2038,Female,Age 45-49,215
Port Melbourne,2039,Female,Age 45-49,231
Port Melbourne,2040,Female,Age 45-49,246
Port Melbourne,2020,Male,Age 45-49,0
Port Melbourne,2021,Male,Age 45-49,0
Port Melbourne,2022,Male,Age 45-49,0
Port Melbourne,2023,Male,Age 45-49,0
Port Melbourne,2024,Male,Age 45-49,0
Port Melbourne,2025,Male,Age 45-49,0
Port Melbourne,2026,Male,Age 45-49,12
Port Melbourne,2027,Male,Age 45-49,22
Port Melbourne,2028,Male,Age 45-49,31
Port Melbourne,2029,Male,Age 45-49,43
Port Melbourne,2030,Male,Age 45-49,60
Port Melbourne,2031,Male,Age 45-49,77
Port Melbourne,2032,Male,Age 45-49,96
Port Melbourne,2033,Male,Age 45-49,116
Port Melbourne,2034,Male,Age 45-49,137
Port Melbourne,2035,Male,Age 45-49,158
Port Melbourne,2036,Male,Age 45-49,176
Port Melbourne,2037,Male,Age 45-49,197
Port Melbourne,2038,Male,Age 45-49,215
Port Melbourne,2039,Male,Age 45-49,231
Port Melbourne,2040,Male,Age 45-49,247
Port Melbourne,2020,Female,Age 50-54,0
Port Melbourne,2021,Female,Age 50-54,0
Port Melbourne,2022,Female,Age 50-54,0
Port Melbourne,2023,Female,Age 50-54,0
Port Melbourne,2024,Female,Age 50-54,0
Port Melbourne,2025,Female,Age 50-54,0
Port Melbourne,2026,Female,Age 50-54,12
Port Melbourne,2027,Female,Age 50-54,20
Port Melbourne,2028,Female,Age 50-54,27
Port Melbourne,2029,Female,Age 50-54,36
Port Melbourne,2030,Female,Age 50-54,45
Port Melbourne,2031,Female,Age 50-54,57
Port Melbourne,2032,Female,Age 50-54,71
Port Melbourne,2033,Female,Age 50-54,87
Port Melbourne,2034,Female,Age 50-54,108
Port Melbourne,2035,Female,Age 50-54,132
Port Melbourne,2036,Female,Age 50-54,155
Port Melbourne,2037,Female,Age 50-54,183
Port Melbourne,2038,Female,Age 50-54,209
Port Melbourne,2039,Female,Age 50-54,234
Port Melbourne,2040,Female,Age 50-54,258
Port Melbourne,2020,Male,Age 50-54,0
Port Melbourne,2021,Male,Age 50-54,0
Port Melbourne,2022,Male,Age 50-54,0
Port Melbourne,2023,Male,Age 50-54,0
Port Melbourne,2024,Male,Age 50-54,0
Port Melbourne,2025,Male,Age 50-54,0
Port Melbourne,2026,Male,Age 50-54,12
Port Melbourne,2027,Male,Age 50-54,20
Port Melbourne,2028,Male,Age 50-54,27
Port Melbourne,2029,Male,Age 50-54,35
Port Melbourne,2030,Male,Age 50-54,45
Port Melbourne,2031,Male,Age 50-54,57
Port Melbourne,2032,Male,Age 50-54,70
Port Melbourne,2033,Male,Age 50-54,86
Port Melbourne,2034,Male,Age 50-54,107
Port Melbourne,2035,Male,Age 50-54,131
Port Melbourne,2036,Male,Age 50-54,155
Port Melbourne,2037,Male,Age 50-54,182
Port Melbourne,2038,Male,Age 50-54,210
Port Melbourne,2039,Male,Age 50-54,235
Port Melbourne,2040,Male,Age 50-54,259
Port Melbourne,2020,Female,Age 55-59,0
Port Melbourne,2021,Female,Age 55-59,0
Port Melbourne,2022,Female,Age 55-59,0
Port Melbourne,2023,Female,Age 55-59,0
Port Melbourne,2024,Female,Age 55-59,0
Port Melbourne,2025,Female,Age 55-59,0
Port Melbourne,2026,Female,Age 55-59,11
Port Melbourne,2027,Female,Age 55-59,19
Port Melbourne,2028,Female,Age 55-59,26
Port Melbourne,2029,Female,Age 55-59,33
Port Melbourne,2030,Female,Age 55-59,43
Port Melbourne,2031,Female,Age 55-59,53
Port Melbourne,2032,Female,Age 55-59,61
Port Melbourne,2033,Female,Age 55-59,70
Port Melbourne,2034,Female,Age 55-59,80
Port Melbourne,2035,Female,Age 55-59,89
Port Melbourne,2036,Female,Age 55-59,103
Port Melbourne,2037,Female,Age 55-59,122
Port Melbourne,2038,Female,Age 55-59,140
Port Melbourne,2039,Female,Age 55-59,165
Port Melbourne,2040,Female,Age 55-59,194
Port Melbourne,2020,Male,Age 55-59,0
Port Melbourne,2021,Male,Age 55-59,0
Port Melbourne,2022,Male,Age 55-59,0
Port Melbourne,2023,Male,Age 55-59,0
Port Melbourne,2024,Male,Age 55-59,0
Port Melbourne,2025,Male,Age 55-59,0
Port Melbourne,2026,Male,Age 55-59,11
Port Melbourne,2027,Male,Age 55-59,19
Port Melbourne,2028,Male,Age 55-59,26
Port Melbourne,2029,Male,Age 55-59,33
Port Melbourne,2030,Male,Age 55-59,43
Port Melbourne,2031,Male,Age 55-59,53
Port Melbourne,2032,Male,Age 55-59,61
Port Melbourne,2033,Male,Age 55-59,70
Port Melbourne,2034,Male,Age 55-59,80
Port Melbourne,2035,Male,Age 55-59,90
Port Melbourne,2036,Male,Age 55-59,104
Port Melbourne,2037,Male,Age 55-59,123
Port Melbourne,2038,Male,Age 55-59,142
Port Melbourne,2039,Male,Age 55-59,168
Port Melbourne,2040,Male,Age 55-59,197
Port Melbourne,2020,Female,Age 60-64,0
Port Melbourne,2021,Female,Age 60-64,0
Port Melbourne,2022,Female,Age 60-64,0
Port Melbourne,2023,Female,Age 60-64,0
Port Melbourne,2024,Female,Age 60-64,0
Port Melbourne,2025,Female,Age 60-64,0
Port Melbourne,2026,Female,Age 60-64,11
Port Melbourne,2027,Female,Age 60-64,18
Port Melbourne,2028,Female,Age 60-64,24
Port Melbourne,2029,Female,Age 60-64,29
Port Melbourne,2030,Female,Age 60-64,36
Port Melbourne,2031,Female,Age 60-64,42
Port Melbourne,2032,Female,Age 60-64,49
Port Melbourne,2033,Female,Age 60-64,56
Port Melbourne,2034,Female,Age 60-64,63
Port Melbourne,2035,Female,Age 60-64,73
Port Melbourne,2036,Female,Age 60-64,81
Port Melbourne,2037,Female,Age 60-64,89
Port Melbourne,2038,Female,Age 60-64,98
Port Melbourne,2039,Female,Age 60-64,106
Port Melbourne,2040,Female,Age 60-64,115
Port Melbourne,2020,Male,Age 60-64,0
Port Melbourne,2021,Male,Age 60-64,0
Port Melbourne,2022,Male,Age 60-64,0
Port Melbourne,2023,Male,Age 60-64,0
Port Melbourne,2024,Male,Age 60-64,0
Port Melbourne,2025,Male,Age 60-64,0
Port Melbourne,2026,Male,Age 60-64,11
Port Melbourne,2027,Male,Age 60-64,18
Port Melbourne,2028,Male,Age 60-64,24
Port Melbourne,2029,Male,Age 60-64,30
Port Melbourne,2030,Male,Age 60-64,37
Port Melbourne,2031,Male,Age 60-64,43
Port Melbourne,2032,Male,Age 60-64,50
Port Melbourne,2033,Male,Age 60-64,56
Port Melbourne,2034,Male,Age 60-64,64
Port Melbourne,2035,Male,Age 60-64,74
Port Melbourne,2036,Male,Age 60-64,83
Port Melbourne,2037,Male,Age 60-64,91
Port Melbourne,2038,Male,Age 60-64,100
Port Melbourne,2039,Male,Age 60-64,108
Port Melbourne,2040,Male,Age 60-64,116
Port Melbourne,2020,Female,Age 65-69,0
Port Melbourne,2021,Female,Age 65-69,0
Port Melbourne,2022,Female,Age 65-69,0
Port Melbourne,2023,Female,Age 65-69,0
Port Melbourne,2024,Female,Age 65-69,0
Port Melbourne,2025,Female,Age 65-69,0
Port Melbourne,2026,Female,Age 65-69,11
Port Melbourne,2027,Female,Age 65-69,18
Port Melbourne,2028,Female,Age 65-69,24
Port Melbourne,2029,Female,Age 65-69,29
Port Melbourne,2030,Female,Age 65-69,38
Port Melbourne,2031,Female,Age 65-69,43
Port Melbourne,2032,Female,Age 65-69,49
Port Melbourne,2033,Female,Age 65-69,55
Port Melbourne,2034,Female,Age 65-69,59
Port Melbourne,2035,Female,Age 65-69,63
Port Melbourne,2036,Female,Age 65-69,68
Port Melbourne,2037,Female,Age 65-69,75
Port Melbourne,2038,Female,Age 65-69,80
Port Melbourne,2039,Female,Age 65-69,87
Port Melbourne,2040,Female,Age 65-69,95
Port Melbourne,2020,Male,Age 65-69,0
Port Melbourne,2021,Male,Age 65-69,0
Port Melbourne,2022,Male,Age 65-69,0
Port Melbourne,2023,Male,Age 65-69,0
Port Melbourne,2024,Male,Age 65-69,0
Port Melbourne,2025,Male,Age 65-69,0
Port Melbourne,2026,Male,Age 65-69,11
Port Melbourne,2027,Male,Age 65-69,18
Port Melbourne,2028,Male,Age 65-69,24
Port Melbourne,2029,Male,Age 65-69,29
Port Melbourne,2030,Male,Age 65-69,38
Port Melbourne,2031,Male,Age 65-69,43
Port Melbourne,2032,Male,Age 65-69,49
Port Melbourne,2033,Male,Age 65-69,55
Port Melbourne,2034,Male,Age 65-69,59
Port Melbourne,2035,Male,Age 65-69,62
Port Melbourne,2036,Male,Age 65-69,67
Port Melbourne,2037,Male,Age 65-69,74
Port Melbourne,2038,Male,Age 65-69,79
Port Melbourne,2039,Male,Age 65-69,85
Port Melbourne,2040,Male,Age 65-69,94
Port Melbourne,2020,Female,Age 70-74,0
Port Melbourne,2021,Female,Age 70-74,0
Port Melbourne,2022,Female,Age 70-74,0
Port Melbourne,2023,Female,Age 70-74,0
Port Melbourne,2024,Female,Age 70-74,0
Port Melbourne,2025,Female,Age 70-74,0
Port Melbourne,2026,Female,Age 70-74,11
Port Melbourne,2027,Female,Age 70-74,19
Port Melbourne,2028,Female,Age 70-74,27
Port Melbourne,2029,Female,Age 70-74,34
Port Melbourne,2030,Female,Age 70-74,43
Port Melbourne,2031,Female,Age 70-74,52
Port Melbourne,2032,Female,Age 70-74,59
Port Melbourne,2033,Female,Age 70-74,65
Port Melbourne,2034,Female,Age 70-74,70
Port Melbourne,2035,Female,Age 70-74,77
Port Melbourne,2036,Female,Age 70-74,81
Port Melbourne,2037,Female,Age 70-74,87
Port Melbourne,2038,Female,Age 70-74,91
Port Melbourne,2039,Female,Age 70-74,94
Port Melbourne,2040,Female,Age 70-74,95
Port Melbourne,2020,Male,Age 70-74,0
Port Melbourne,2021,Male,Age 70-74,0
Port Melbourne,2022,Male,Age 70-74,0
Port Melbourne,2023,Male,Age 70-74,0
Port Melbourne,2024,Male,Age 70-74,0
Port Melbourne,2025,Male,Age 70-74,0
Port Melbourne,2026,Male,Age 70-74,11
Port Melbourne,2027,Male,Age 70-74,19
Port Melbourne,2028,Male,Age 70-74,26
Port Melbourne,2029,Male,Age 70-74,33
Port Melbourne,2030,Male,Age 70-74,43
Port Melbourne,2031,Male,Age 70-74,52
Port Melbourne,2032,Male,Age 70-74,59
Port Melbourne,2033,Male,Age 70-74,66
Port Melbourne,2034,Male,Age 70-74,70
Port Melbourne,2035,Male,Age 70-74,77
Port Melbourne,2036,Male,Age 70-74,82
Port Melbourne,2037,Male,Age 70-74,87
Port Melbourne,2038,Male,Age 70-74,93
Port Melbourne,2039,Male,Age 70-74,96
Port Melbourne,2040,Male,Age 70-74,98
Port Melbourne,2020,Female,Age 75-79,0
Port Melbourne,2021,Female,Age 75-79,0
Port Melbourne,2022,Female,Age 75-79,0
Port Melbourne,2023,Female,Age 75-79,0
Port Melbourne,2024,Female,Age 75-79,0
Port Melbourne,2025,Female,Age 75-79,0
Port Melbourne,2026,Female,Age 75-79,12
Port Melbourne,2027,Female,Age 75-79,21
Port Melbourne,2028,Female,Age 75-79,28
Port Melbourne,2029,Female,Age 75-79,35
Port Melbourne,2030,Female,Age 75-79,47
Port Melbourne,2031,Female,Age 75-79,57
Port Melbourne,2032,Female,Age 75-79,69
Port Melbourne,2033,Female,Age 75-79,81
Port Melbourne,2034,Female,Age 75-79,91
Port Melbourne,2035,Female,Age 75-79,98
Port Melbourne,2036,Female,Age 75-79,107
Port Melbourne,2037,Female,Age 75-79,116
Port Melbourne,2038,Female,Age 75-79,121
Port Melbourne,2039,Female,Age 75-79,123
Port Melbourne,2040,Female,Age 75-79,131
Port Melbourne,2020,Male,Age 75-79,0
Port Melbourne,2021,Male,Age 75-79,0
Port Melbourne,2022,Male,Age 75-79,0
Port Melbourne,2023,Male,Age 75-79,0
Port Melbourne,2024,Male,Age 75-79,0
Port Melbourne,2025,Male,Age 75-79,0
Port Melbourne,2026,Male,Age 75-79,12
Port Melbourne,2027,Male,Age 75-79,21
Port Melbourne,2028,Male,Age 75-79,28
Port Melbourne,2029,Male,Age 75-79,35
Port Melbourne,2030,Male,Age 75-79,45
Port Melbourne,2031,Male,Age 75-79,53
Port Melbourne,2032,Male,Age 75-79,64
Port Melbourne,2033,Male,Age 75-79,74
Port Melbourne,2034,Male,Age 75-79,83
Port Melbourne,2035,Male,Age 75-79,89
Port Melbourne,2036,Male,Age 75-79,97
Port Melbourne,2037,Male,Age 75-79,104
Port Melbourne,2038,Male,Age 75-79,108
Port Melbourne,2039,Male,Age 75-79,110
Port Melbourne,2040,Male,Age 75-79,116
Port Melbourne,2020,Female,Age 80-84,0
Port Melbourne,2021,Female,Age 80-84,0
Port Melbourne,2022,Female,Age 80-84,0
Port Melbourne,2023,Female,Age 80-84,0
Port Melbourne,2024,Female,Age 80-84,0
Port Melbourne,2025,Female,Age 80-84,0
Port Melbourne,2026,Female,Age 80-84,12
Port Melbourne,2027,Female,Age 80-84,20
Port Melbourne,2028,Female,Age 80-84,29
Port Melbourne,2029,Female,Age 80-84,38
Port Melbourne,2030,Female,Age 80-84,55
Port Melbourne,2031,Female,Age 80-84,69
Port Melbourne,2032,Female,Age 80-84,84
Port Melbourne,2033,Female,Age 80-84,95
Port Melbourne,2034,Female,Age 80-84,104
Port Melbourne,2035,Female,Age 80-84,114
Port Melbourne,2036,Female,Age 80-84,123
Port Melbourne,2037,Female,Age 80-84,137
Port Melbourne,2038,Female,Age 80-84,148
Port Melbourne,2039,Female,Age 80-84,157
Port Melbourne,2040,Female,Age 80-84,161
Port Melbourne,2020,Male,Age 80-84,0
Port Melbourne,2021,Male,Age 80-84,0
Port Melbourne,2022,Male,Age 80-84,0
Port Melbourne,2023,Male,Age 80-84,0
Port Melbourne,2024,Male,Age 80-84,0
Port Melbourne,2025,Male,Age 80-84,0
Port Melbourne,2026,Male,Age 80-84,12
Port Melbourne,2027,Male,Age 80-84,19
Port Melbourne,2028,Male,Age 80-84,26
Port Melbourne,2029,Male,Age 80-84,35
Port Melbourne,2030,Male,Age 80-84,48
Port Melbourne,2031,Male,Age 80-84,60
Port Melbourne,2032,Male,Age 80-84,72
Port Melbourne,2033,Male,Age 80-84,80
Port Melbourne,2034,Male,Age 80-84,87
Port Melbourne,2035,Male,Age 80-84,93
Port Melbourne,2036,Male,Age 80-84,100
Port Melbourne,2037,Male,Age 80-84,111
Port Melbourne,2038,Male,Age 80-84,118
Port Melbourne,2039,Male,Age 80-84,124
Port Melbourne,2040,Male,Age 80-84,127
Port Melbourne,2020,Female,Age 85+,0
Port Melbourne,2021,Female,Age 85+,0
Port Melbourne,2022,Female,Age 85+,0
Port Melbourne,2023,Female,Age 85+,0
Port Melbourne,2024,Female,Age 85+,0
Port Melbourne,2025,Female,Age 85+,0
Port Melbourne,2026,Female,Age 85+,2
Port Melbourne,2027,Female,Age 85+,4
Port Melbourne,2028,Female,Age 85+,5
Port Melbourne,2029,Female,Age 85+,7
Port Melbourne,2030,Female,Age 85+,9
Port Melbourne,2031,Female,Age 85+,12
Port Melbourne,2032,Female,Age 85+,14
Port Melbourne,2033,Female,Age 85+,16
Port Melbourne,2034,Female,Age 85+,20
Port Melbourne,2035,Female,Age 85+,23
Port Melbourne,2036,Female,Age 85+,26
Port Melbourne,2037,Female,Age 85+,29
Port Melbourne,2038,Female,Age 85+,32
Port Melbourne,2039,Female,Age 85+,35
Port Melbourne,2040,Female,Age 85+,38
Port Melbourne,2020,Male,Age 85+,0
Port Melbourne,2021,Male,Age 85+,0
Port Melbourne,2022,Male,Age 85+,0
Port Melbourne,2023,Male,Age 85+,0
Port Melbourne,2024,Male,Age 85+,0
Port Melbourne,2025,Male,Age 85+,0
Port Melbourne,2026,Male,Age 85+,2
Port Melbourne,2027,Male,Age 85+,4
Port Melbourne,2028,Male,Age 85+,5
Port Melbourne,2029,Male,Age 85+,7
Port Melbourne,2030,Male,Age 85+,9
Port Melbourne,2031,Male,Age 85+,11
Port Melbourne,2032,Male,Age 85+,13
Port Melbourne,2033,Male,Age 85+,16
Port Melbourne,2034,Male,Age 85+,18
Port Melbourne,2035,Male,Age 85+,21
Port Melbourne,2036,Male,Age 85+,24
Port Melbourne,2037,Male,Age 85+,26
Port Melbourne,2038,Male,Age 85+,28
Port Melbourne,2039,Male,Age 85+,31
Port Melbourne,2040,Male,Age 85+,33
South Yarra,2020,Female,Age 0-4,67
South Yarra,2021,Female,Age 0-4,71
South Yarra,2022,Female,Age 0-4,75
South Yarra,2023,Female,Age 0-4,83
South Yarra,2024,Female,Age 0-4,89
South Yarra,2025,Female,Age 0-4,95
South Yarra,2026,Female,Age 0-4,97
South Yarra,2027,Female,Age 0-4,99
South Yarra,2028,Female,Age 0-4,100
South Yarra,2029,Female,Age 0-4,102
South Yarra,2030,Female,Age 0-4,103
South Yarra,2031,Female,Age 0-4,104
South Yarra,2032,Female,Age 0-4,105
South Yarra,2033,Female,Age 0-4,104
South Yarra,2034,Female,Age 0-4,104
South Yarra,2035,Female,Age 0-4,103
South Yarra,2036,Female,Age 0-4,102
South Yarra,2037,Female,Age 0-4,101
South Yarra,2038,Female,Age 0-4,100
South Yarra,2039,Female,Age 0-4,98
South Yarra,2040,Female,Age 0-4,98
South Yarra,2020,Male,Age 0-4,58
South Yarra,2021,Male,Age 0-4,61
South Yarra,2022,Male,Age 0-4,64
South Yarra,2023,Male,Age 0-4,69
South Yarra,2024,Male,Age 0-4,76
South Yarra,2025,Male,Age 0-4,82
South Yarra,2026,Male,Age 0-4,84
South Yarra,2027,Male,Age 0-4,85
South Yarra,2028,Male,Age 0-4,86
South Yarra,2029,Male,Age 0-4,87
South Yarra,2030,Male,Age 0-4,87
South Yarra,2031,Male,Age 0-4,89
South Yarra,2032,Male,Age 0-4,89
South Yarra,2033,Male,Age 0-4,89
South Yarra,2034,Male,Age 0-4,90
South Yarra,2035,Male,Age 0-4,90
South Yarra,2036,Male,Age 0-4,90
South Yarra,2037,Male,Age 0-4,89
South Yarra,2038,Male,Age 0-4,88
South Yarra,2039,Male,Age 0-4,87
South Yarra,2040,Male,Age 0-4,87
South Yarra,2020,Female,Age 5-9,53
South Yarra,2021,Female,Age 5-9,56
South Yarra,2022,Female,Age 5-9,52
South Yarra,2023,Female,Age 5-9,56
South Yarra,2024,Female,Age 5-9,64
South Yarra,2025,Female,Age 5-9,69
South Yarra,2026,Female,Age 5-9,70
South Yarra,2027,Female,Age 5-9,76
South Yarra,2028,Female,Age 5-9,80
