Geography,Year,Gender,Age,Value
Melbourne (Remainder),2021,Male,Average age,52.87
Melbourne (Remainder),2022,Male,Average age,52.91
Melbourne (Remainder),2023,Male,Average age,52.79
Melbourne (Remainder),2024,Male,Average age,52.85
Melbourne (Remainder),2025,Male,Average age,52.9
Melbourne (Remainder),2026,Male,Average age,52.93
Melbourne (Remainder),2027,Male,Average age,52.94
Melbourne (Remainder),2028,Male,Average age,52.93
Melbourne (Remainder),2029,Male,Average age,53.09
Melbourne (Remainder),2030,Male,Average age,53.23
Melbourne (Remainder),2031,Male,Average age,53.33
Melbourne (Remainder),2032,Male,Average age,53.48
Melbourne (Remainder),2033,Male,Average age,53.59
Melbourne (Remainder),2034,Male,Average age,53.63
Melbourne (Remainder),2035,Male,Average age,53.75
Melbourne (Remainder),2036,Male,Average age,53.75
Melbourne (Remainder),2037,Male,Average age,53.75
Melbourne (Remainder),2038,Male,Average age,53.9
Melbourne (Remainder),2039,Male,Average age,54.02
Melbourne (Remainder),2040,Male,Average age,54.25
Melbourne (Remainder),2020,Total,Average age,53.37
Melbourne (Remainder),2021,Total,Average age,53.96
Melbourne (Remainder),2022,Total,Average age,53.87
Melbourne (Remainder),2023,Total,Average age,53.83
Melbourne (Remainder),2024,Total,Average age,53.92
Melbourne (Remainder),2025,Total,Average age,53.9
Melbourne (Remainder),2026,Total,Average age,54
Melbourne (Remainder),2027,Total,Average age,54.08
Melbourne (Remainder),2028,Total,Average age,54.12
Melbourne (Remainder),2029,Total,Average age,54.25
Melbourne (Remainder),2030,Total,Average age,54.38
Melbourne (Remainder),2031,Total,Average age,54.47
Melbourne (Remainder),2032,Total,Average age,54.59
Melbourne (Remainder),2033,Total,Average age,54.68
Melbourne (Remainder),2034,Total,Average age,54.76
Melbourne (Remainder),2035,Total,Average age,54.9
Melbourne (Remainder),2036,Total,Average age,54.98
Melbourne (Remainder),2037,Total,Average age,55.05
Melbourne (Remainder),2038,Total,Average age,55.15
Melbourne (Remainder),2039,Total,Average age,55.25
Melbourne (Remainder),2040,Total,Average age,55.44
North Melbourne,2020,Female,Average age,32.13
North Melbourne,2021,Female,Average age,32.62
North Melbourne,2022,Female,Average age,32.73
North Melbourne,2023,Female,Average age,32.66
North Melbourne,2024,Female,Average age,32.67
North Melbourne,2025,Female,Average age,32.54
North Melbourne,2026,Female,Average age,32.53
North Melbourne,2027,Female,Average age,32.59
North Melbourne,2028,Female,Average age,32.62
North Melbourne,2029,Female,Average age,32.74
North Melbourne,2030,Female,Average age,32.93
North Melbourne,2031,Female,Average age,33.04
North Melbourne,2032,Female,Average age,33.15
North Melbourne,2033,Female,Average age,33.41
North Melbourne,2034,Female,Average age,33.59
North Melbourne,2035,Female,Average age,33.9
North Melbourne,2036,Female,Average age,34.14
North Melbourne,2037,Female,Average age,34.31
North Melbourne,2038,Female,Average age,34.42
North Melbourne,2039,Female,Average age,34.68
North Melbourne,2040,Female,Average age,34.95
North Melbourne,2020,Male,Average age,33.09
North Melbourne,2021,Male,Average age,33.67
North Melbourne,2022,Male,Average age,33.82
North Melbourne,2023,Male,Average age,33.8
North Melbourne,2024,Male,Average age,33.7
North Melbourne,2025,Male,Average age,33.47
North Melbourne,2026,Male,Average age,33.29
North Melbourne,2027,Male,Average age,33.33
North Melbourne,2028,Male,Average age,33.4
North Melbourne,2029,Male,Average age,33.51
North Melbourne,2030,Male,Average age,33.67
North Melbourne,2031,Male,Average age,33.77
North Melbourne,2032,Male,Average age,33.8
North Melbourne,2033,Male,Average age,33.99
North Melbourne,2034,Male,Average age,34.21
North Melbourne,2035,Male,Average age,34.51
North Melbourne,2036,Male,Average age,34.75
North Melbourne,2037,Male,Average age,34.9
North Melbourne,2038,Male,Average age,35.05
North Melbourne,2039,Male,Average age,35.31
North Melbourne,2040,Male,Average age,35.55
North Melbourne,2020,Total,Average age,32.59
North Melbourne,2021,Total,Average age,33.13
North Melbourne,2022,Total,Average age,33.25
North Melbourne,2023,Total,Average age,33.21
North Melbourne,2024,Total,Average age,33.17
North Melbourne,2025,Total,Average age,32.99
North Melbourne,2026,Total,Average age,32.9
North Melbourne,2027,Total,Average age,32.95
North Melbourne,2028,Total,Average age,32.99
North Melbourne,2029,Total,Average age,33.11
North Melbourne,2030,Total,Average age,33.29
North Melbourne,2031,Total,Average age,33.4
North Melbourne,2032,Total,Average age,33.46
North Melbourne,2033,Total,Average age,33.69
North Melbourne,2034,Total,Average age,33.9
North Melbourne,2035,Total,Average age,34.2
North Melbourne,2036,Total,Average age,34.44
North Melbourne,2037,Total,Average age,34.6
North Melbourne,2038,Total,Average age,34.73
North Melbourne,2039,Total,Average age,34.99
North Melbourne,2040,Total,Average age,35.24
Parkville,2020,Female,Average age,33.48
Parkville,2021,Female,Average age,34.44
Parkville,2022,Female,Average age,34.34
Parkville,2023,Female,Average age,34.14
Parkville,2024,Female,Average age,34.02
Parkville,2025,Female,Average age,34.04
Parkville,2026,Female,Average age,34.03
Parkville,2027,Female,Average age,34.08
Parkville,2028,Female,Average age,34.02
Parkville,2029,Female,Average age,34.04
Parkville,2030,Female,Average age,34.15
Parkville,2031,Female,Average age,34.31
Parkville,2032,Female,Average age,34.41
Parkville,2033,Female,Average age,34.46
Parkville,2034,Female,Average age,34.59
Parkville,2035,Female,Average age,34.73
Parkville,2036,Female,Average age,34.77
Parkville,2037,Female,Average age,34.8
Parkville,2038,Female,Average age,34.84
Parkville,2039,Female,Average age,34.96
Parkville,2040,Female,Average age,35.15
Parkville,2020,Male,Average age,33.1
Parkville,2021,Male,Average age,34.14
Parkville,2022,Male,Average age,34.11
Parkville,2023,Male,Average age,34
Parkville,2024,Male,Average age,33.91
Parkville,2025,Male,Average age,33.98
Parkville,2026,Male,Average age,33.95
Parkville,2027,Male,Average age,33.94
Parkville,2028,Male,Average age,34.02
Parkville,2029,Male,Average age,34.11
Parkville,2030,Male,Average age,34.24
Parkville,2031,Male,Average age,34.26
Parkville,2032,Male,Average age,34.27
Parkville,2033,Male,Average age,34.32
Parkville,2034,Male,Average age,34.36
Parkville,2035,Male,Average age,34.6
Parkville,2036,Male,Average age,34.71
